;empty_slots;extra;free_bikes;id;latitude;longitude;name;timestamp;dist
70;6;{'number': 85, 'reviews': 310, 'score': 4.0, 'status': 'online', 'uid': '335'};0;e83007cd520a046bfa032cfe75d5889b;45.060759;7.661325;Politecnico 3;2020-10-11T16:55:41.761000Z;
71;5;{'number': 86, 'reviews': 331, 'score': 2.7, 'status': 'online', 'uid': '336'};1;d5d84b0de5b967198d467baeb5b02c65;45.064101;7.659946;Politecnico 4;2020-10-11T16:55:41.761000Z;5499602.764902376
72;2;{'number': 87, 'reviews': 364, 'score': 4.1, 'status': 'online', 'uid': '337'};0;8d905cb233d02886d288c0185f870832;45.07084597193492;7.6612794399261475;Tribunale;2020-10-11T16:55:41.761000Z;
73;8;{'number': 88, 'reviews': 1906, 'score': 4.0, 'status': 'online', 'uid': '338'};1;7aacdceecb6143183185e9d182821fe3;45.073304;7.662401;Principi d`Acaja 1;2020-10-11T16:55:41.761000Z;5500023.328496858
74;6;{'number': 89, 'reviews': 654, 'score': 4.1, 'status': 'online', 'uid': '339'};2;d21b21a3780ccd3198e2b72afb3b0a82;45.075859;7.664055;Principi d`Acaja 2;2020-10-11T16:55:41.761000Z;5500079.485689503
75;0;{'number': 90, 'reviews': 1247, 'score': 4.0, 'status': 'offline', 'uid': '340'};0;e2b1ee06b8991ce41ab05a1dc2645c41;45.07617;7.655561;Bernini;2020-10-11T16:55:41.761000Z;
76;0;{'number': 91, 'reviews': 558, 'score': 3.7, 'status': 'online', 'uid': '341'};3;ae8eae4419e7c094b6365228f6eac681;45.070719;7.655975;Adriano;2020-10-11T16:55:41.761000Z;5500262.73399855
77;7;{'number': 92, 'reviews': 1491, 'score': 4.5, 'status': 'online', 'uid': '342'};2;92b1ecbf2a2372db24c7c9b1c907965a;45.057097;7.661246;De Gasperi;2020-10-11T16:55:41.761000Z;5499085.281162046
78;1;{'number': 93, 'reviews': 538, 'score': 4.1, 'status': 'online', 'uid': '343'};0;c91f8184077b22c31dff9c0ea96184dd;45.07235;7.697286;Regina Margherita 2;2020-10-11T16:55:41.761000Z;
79;7;{'number': 96, 'reviews': 518, 'score': 4.4, 'status': 'online', 'uid': '346'};3;38d1439b1df809b01429cd75224c1581;45.076832;7.694134;Regio Parco;2020-10-11T16:55:41.761000Z;5498265.747454134
80;0;{'number': 97, 'reviews': 150, 'score': 4.1, 'status': 'online', 'uid': '347'};0;c37dddd62e523094fe99c8ec2ed3c5f1;45.065482;7.698692;Lungo Po Cadorna;2020-10-11T16:55:41.761000Z;
81;5;{'number': 98, 'reviews': 224, 'score': 4.1, 'status': 'online', 'uid': '348'};0;93d1d41761adc26f853a3d82987f0d57;45.067323;7.696805;Giulia di Barolo;2020-10-11T16:55:41.761000Z;
82;10;{'number': 99, 'reviews': 390, 'score': 4.1, 'status': 'online', 'uid': '349'};1;f8e8e458ac9f1f04ad3c774effe5ae54;45.069556;7.705674;Regina Margherita 1;2020-10-11T16:55:41.761000Z;5497093.636130316
83;11;{'number': 100, 'reviews': 583, 'score': 4.3, 'status': 'online', 'uid': '350'};0;1916e772eb3e6c88b37a0f584da1e333;45.073583;7.692797;Regina Margherita 3;2020-10-11T16:55:41.761000Z;
84;0;{'number': 102, 'reviews': 633, 'score': 4.0, 'status': 'offline', 'uid': '352'};0;abb21913f56f0169dcd6c8102d6b2337;45.06714;7.708391;Borromini;2020-10-11T16:55:41.761000Z;
85;2;{'number': 107, 'reviews': 158, 'score': 3.2, 'status': 'online', 'uid': '357'};0;9a1ff6add93143ae371db6244ac33e9d;45.061593;7.682342;Vittorio Emanuele II 4;2020-10-11T16:55:41.761000Z;
86;15;{'number': 108, 'reviews': 264, 'score': 4.1, 'status': 'online', 'uid': '358'};0;fa9a021c19bb407a271ea6a9bb34bd39;45.062387;7.662494;Politecnico 1;2020-10-11T16:55:41.761000Z;
87;1;{'number': 110, 'reviews': 696, 'score': 4.1, 'status': 'online', 'uid': '360'};1;163be8fb0f20f48da88c5200c1d141b5;45.063828;7.65582;Ferrucci;2020-10-11T16:55:41.761000Z;5499842.894961702
88;0;{'number': 112, 'reviews': 648, 'score': 4.4, 'status': 'online', 'uid': '362'};3;b5a8b6b959f78754cb9be3da9ac79def;45.042579;7.670913;Carducci;2020-10-11T16:55:41.761000Z;5497578.488705476
89;7;{'number': 113, 'reviews': 292, 'score': 4.3, 'status': 'online', 'uid': '363'};2;b76c89db641fe1598a58fb8db0fc5ce5;45.042244;7.673145;Molinette 1;2020-10-11T16:55:41.761000Z;5497418.5884526605
90;1;{'number': 114, 'reviews': 562, 'score': 4.1, 'status': 'online', 'uid': '364'};1;fb7703a90978c8c7761a2c993cf8c0bb;45.042809;7.677524;Molinette 2;2020-10-11T16:55:41.761000Z;5497181.022658708
91;1;{'number': 115, 'reviews': 297, 'score': 3.9, 'status': 'online', 'uid': '365'};1;f005ea61d3e30081be3ef5a02d696ac2;45.059594;7.666946;Galileo Ferraris 3;2020-10-11T16:55:41.761000Z;5498885.695111196
92;0;{'number': 117, 'reviews': 387, 'score': 4.4, 'status': 'offline', 'uid': '554'};0;3bae7415d8eb21cd1144b69dc45f7f3b;45.087202;7.66976;Livorno;2020-10-11T16:55:41.761000Z;
93;2;{'number': 118, 'reviews': 1103, 'score': 4.5, 'status': 'online', 'uid': '596'};4;41e2bbbe98e07770f0fef01e3f8cb91f;45.082828;7.6698;Umbria;2020-10-11T16:55:41.761000Z;5500155.775876789
94;0;{'number': 119, 'reviews': 108, 'score': 4.2, 'status': 'offline', 'uid': '888'};0;94fb494abcb6323bee9726f8b2950ff4;45.08707;7.669196;Livorno 2;2020-10-11T16:55:41.761000Z;
95;1;{'number': 120, 'reviews': 2155, 'score': 4.6, 'status': 'online', 'uid': '889'};0;b91ce9da90d7f92af93809aa5052a606;45.032835;7.671633;Ventimiglia;2020-10-11T16:55:41.761000Z;
96;0;{'number': 145, 'reviews': 189, 'score': 4.3, 'status': 'online', 'uid': '892'};0;727e3cb4f59b890bc24337472b9ffd0a;45.04959141529801;7.6540403497680245;Piazza d'Armi 2;2020-10-11T16:55:41.761000Z;
97;2;{'number': 122, 'reviews': 28, 'score': 4.4, 'status': 'online', 'uid': '1226'};0;80985a9063347ab86abae8211ae7fadf;45.035578;7.668657;Nizza 3;2020-10-11T16:55:41.761000Z;
98;0;{'number': 124, 'reviews': 80, 'score': 2.0, 'status': 'online', 'uid': '1228'};1;d57f77196851a248f892519c64cd3738;45.031282;7.666638;Lingotto Fiere;2020-10-11T16:55:41.761000Z;5497141.097445761
99;0;{'number': 137, 'reviews': 24, 'score': 3.7, 'status': 'online', 'uid': '1237'};0;5b6291a3e07d71724308661df3510846;45.07584019356755;7.6439435276126915;Rivoli;2020-10-11T16:55:41.761000Z;
100;0;{'number': 141, 'reviews': 16, 'score': 3.6, 'status': 'offline', 'uid': '1239'};0;32f9e7bc39fd1048bf91327552c8e80b;45.02228490634045;7.635597288608551;Caio Mario;2020-10-11T16:55:41.762000Z;
101;2;{'number': 154, 'reviews': 28, 'score': 4.0, 'status': 'online', 'uid': '1252'};0;d998a308cf88b664d1ee27224c39b480;45.06113273031591;7.644819559472467;Robilant;2020-10-11T16:55:41.762000Z;
102;0;{'number': 156, 'reviews': 293, 'score': 0.8, 'status': 'offline', 'uid': '1254'};0;b963a768b7bf0d83fbdc79ca5120f883;45.066087867947004;7.645260159524469;Peschiera;2020-10-11T16:55:41.762000Z;
103;2;{'number': 157, 'reviews': 49, 'score': 4.3, 'status': 'online', 'uid': '1255'};1;f774b352bfa54c8031388c9d35a3e3e7;45.07048048014438;7.647057488959149;Moretta;2020-10-11T16:55:41.762000Z;5500803.735322994
104;1;{'number': 158, 'reviews': 37, 'score': 4.4, 'status': 'online', 'uid': '1256'};3;aa5d4ac2a68a82af44bca6d2bb27fb40;45.065321577059734;7.648423593744269;Sabotino;2020-10-11T16:55:41.762000Z;5500396.995332006
105;7;{'number': 159, 'reviews': 10, 'score': 3.6, 'status': 'online', 'uid': '1257'};4;06e1f29b786534198448d2caf7ddd6ac;45.07358879689483;7.648082971572876;Vittorio Emanuele II 7;2020-10-11T16:55:41.762000Z;5500933.578013739
106;0;{'number': 160, 'reviews': 11, 'score': 3.6, 'status': 'offline', 'uid': '1258'};0;302872d843ea52f1ba7ff4d5c4268b97;45.076115564718755;7.648957371711731;Svizzera;2020-10-11T16:55:41.762000Z;
107;8;{'number': 161, 'reviews': 29, 'score': 4.2, 'status': 'online', 'uid': '1259'};2;cdc0d3585fb54d26f556e5d3957ce0af;45.079653472984305;7.6521774704654035;Risorgimento;2020-10-11T16:55:41.762000Z;5501056.401327846
108;8;{'number': 163, 'reviews': 213, 'score': 4.5, 'status': 'offline', 'uid': '1261'};0;2d28a5314b2f461921e9643050d96b5a;45.08098666056683;7.656147229534554;Tassoni;2020-10-11T16:55:41.762000Z;
109;0;{'number': 164, 'reviews': 11, 'score': 4.2, 'status': 'offline', 'uid': '1262'};0;986c0bdf4fc323565f464bb237b71601;45.077852416035995;7.665994763374329;Cibrario;2020-10-11T16:55:41.762000Z;
110;0;{'number': 165, 'reviews': 11, 'score': 3.8, 'status': 'offline', 'uid': '1263'};0;0eafc96c0edfdd4edde572db75373afe;45.08046772115924;7.666537769311503;Saccarelli;2020-10-11T16:55:41.762000Z;
111;0;{'number': 166, 'reviews': 19, 'score': 4.4, 'status': 'offline', 'uid': '1264'};0;e241572aea5e721bfc4db927da09ad98;45.08291871994802;7.664605379104614;Regina Margherita 5;2020-10-11T16:55:41.762000Z;
112;0;{'number': 167, 'reviews': 5, 'score': 2.6, 'status': 'online', 'uid': '1265'};0;4d318f002c20fb1ca2c8c7ddb46ef805;45.081130886796466;7.670999765396118;Regina Margherita 6;2020-10-11T16:55:41.762000Z;
113;0;{'number': 170, 'reviews': 18, 'score': 3.8, 'status': 'offline', 'uid': '1268'};0;6b796f7fc028beb55a83479590dedd5c;45.0819664295941;7.6783523550170685;Cigna;2020-10-11T16:55:41.762000Z;
114;0;{'number': 171, 'reviews': 25, 'score': 4.3, 'status': 'under construction', 'uid': '1269'};0;dcb2f0fb0f4cde51c1d5cc0de5750fb3;45.09318172721264;7.671069413491864;Orvieto;2020-10-11T16:55:41.762000Z;
115;14;{'number': 172, 'reviews': 26, 'score': 4.3, 'status': 'online', 'uid': '1270'};0;6b8d29e07224df9def5b3d30cee5764d;45.070062243622175;7.728140866352533;Chieri;2020-10-11T16:55:41.762000Z;
116;0;{'number': 173, 'reviews': 294, 'score': 29.8, 'status': 'online', 'uid': '1271'};0;58f7143ae8989f692b5556dd80cbe3b0;45.0842724340985;7.6739259744522315;Oddone;2020-10-11T16:55:41.762000Z;
